Unique_City_ID,City,County,State
enumclawkingwa,Enumclaw,King,WA
plattevillegrantwi,Platteville,Grant,WI
thonotosassahillsboroughfl,Thonotosassa,Hillsborough,FL
wittensvillejohnsonky,Wittensville,Johnson,KY
andovermerrimacknh,Andover,Merrimack,NH
noxenwyomingpa,Noxen,Wyoming,PA
galivants_ferryhorrysc,Galivants Ferry,Horry,SC
milesjacksonia,Miles,Jackson,IA
obionobiontn,Obion,Obion,TN
woodruffspartanburgsc,Woodruff,Spartanburg,SC
houltonsaint_croixwi,Houlton,Saint Croix,WI
cazenoviarichlandwi,Cazenovia,Richland,WI
eustislakefl,Eustis,Lake,FL
los_fresnoscamerontx,Los Fresnos,Cameron,TX
town_of_kaukaunaoutagamiewi,Town of Kaukauna,Outagamie,WI
brown_citylapeermi,Brown City,Lapeer,MI
glen_ridgepalm_beachfl,Glen Ridge,Palm Beach,FL
trappemontgomerypa,Trappe,Montgomery,PA
augustabrackenky,Augusta,Bracken,KY
baltimorefairfieldoh,Baltimore,Fairfield,OH
muncy_townshiplycomingpa,Muncy Township,Lycoming,PA
lockhartcaldwelltx,Lockhart,Caldwell,TX
west_hazletonluzernepa,West Hazleton,Luzerne,PA
east_vandergriftwestmorelandpa,East Vandergrift,Westmoreland,PA
rockdalewillil,Rockdale,Will,IL
south_pekintazewellil,South Pekin,Tazewell,IL
cumingsfort_bendtx,Cumings,Fort Bend,TX
winslowdodgene,Winslow,Dodge,NE
liberty_townshiptiogapa,Liberty Township,Tioga,PA
burnsidepulaskiky,Burnside,Pulaski,KY
stocktonhunterdonnj,Stockton,Hunterdon,NJ
ogdenrileyks,Ogden,Riley,KS
manhattan_beachcrow_wingmn,Manhattan Beach,Crow Wing,MN
bloomvillesenecaoh,Bloomville,Seneca,OH
glen_headnassauny,Glen Head,Nassau,NY
havanayellar,Havana,Yell,AR
blythevillemississippiar,Blytheville,Mississippi,AR
hamiltonsteubenin,Hamilton,Steuben,IN
pittsfieldbrownwi,Pittsfield,Brown,WI
dentoncarterky,Denton,Carter,KY
bristolbristolri,Bristol,Bristol,RI
barbourvilleknoxky,Barbourville,Knox,KY
town_of_barreworcesterma,Town of Barre,Worcester,MA
normandy_parkkingwa,Normandy Park,King,WA
gibraltarwaynemi,Gibraltar,Wayne,MI
bigforkflatheadmt,Bigfork,Flathead,MT
silver_citygrantnm,Silver City,Grant,NM
plainviewwabashamn,Plainview,Wabasha,MN
saint_leondearbornin,Saint Leon,Dearborn,IN
pownalbenningtonvt,Pownal,Bennington,VT
alortonsaint_clairil,Alorton,Saint Clair,IL
topekashawneeks,Topeka,Shawnee,KS
summersvillenicholaswv,Summersville,Nicholas,WV
town_of_raymondrockinghamnh,Town of Raymond,Rockingham,NH
melvinfordil,Melvin,Ford,IL
goose_creekberkeleysc,Goose Creek,Berkeley,SC
burgawpendernc,Burgaw,Pender,NC
schroonessexny,Schroon,Essex,NY
ivinswashingtonut,Ivins,Washington,UT
jackson_townshiptiogapa,Jackson Township,Tioga,PA
saint_pete_beachpinellasfl,Saint Pete Beach,Pinellas,FL
hyndmanbedfordpa,Hyndman,Bedford,PA
kortrightdelawareny,Kortright,Delaware,NY
kidder_townshipcarbonpa,Kidder Township,Carbon,PA
powder_springsgraingertn,Powder Springs,Grainger,TN
mexicojuniatapa,Mexico,Juniata,PA
butlerwaukeshawi,Butler,Waukesha,WI
bull_valleymchenryil,Bull Valley,McHenry,IL
rivertonfremontwy,Riverton,Fremont,WY
new_richlandwasecamn,New Richland,Waseca,MN
alexandriarapidesla,Alexandria,Rapides,LA
midlandfauquierva,Midland,Fauquier,VA
germantownclintonil,Germantown,Clinton,IL
new_londonstanlync,New London,Stanly,NC
waleswaukeshawi,Wales,Waukesha,WI
drydenlapeermi,Dryden,Lapeer,MI
copper_canyondentontx,Copper Canyon,Denton,TX
shark_river_hillsmonmouthnj,Shark River Hills,Monmouth,NJ
millerbuffalone,Miller,Buffalo,NE
corningadamsia,Corning,Adams,IA
valleyviewfranklinoh,Valleyview,Franklin,OH
mcalistervillejuniatapa,McAlisterville,Juniata,PA
browns_millsburlingtonnj,Browns Mills,Burlington,NJ
chevy_chase_section_fivemontgomerymd,Chevy Chase Section Five,Montgomery,MD
livingstonmadisonil,Livingston,Madison,IL
mageesimpsonms,Magee,Simpson,MS
saint_annekankakeeil,Saint Anne,Kankakee,IL
hatleymarathonwi,Hatley,Marathon,WI
gannknoxoh,Gann,Knox,OH
glenwoodpopemn,Glenwood,Pope,MN
herndonfairfaxva,Herndon,Fairfax,VA
la_portela_portein,La Porte,La Porte,IN
cloudcroftoteronm,Cloudcroft,Otero,NM
elmiralaneor,Elmira,Lane,OR
plainssandersmt,Plains,Sanders,MT
pottsborograysontx,Pottsboro,Grayson,TX
smithvilleleega,Smithville,Lee,GA
sheldonfranklinvt,Sheldon,Franklin,VT
cosbycocketn,Cosby,Cocke,TN
knobelclayar,Knobel,Clay,AR
edgertonwilliamsoh,Edgerton,Williams,OH
elk_creekgraysonva,Elk Creek,Grayson,VA
west_leechburgwestmorelandpa,West Leechburg,Westmoreland,PA
maconmaconil,Macon,Macon,IL
mount_charlestonclarknv,Mount Charleston,Clark,NV
newportjacksonar,Newport,Jackson,AR
libertygagene,Liberty,Gage,NE
maidencreek_townshipberkspa,Maidencreek Township,Berks,PA
monroe_townshipsnyderpa,Monroe Township,Snyder,PA
east_lampeter_townshiplancasterpa,East Lampeter Township,Lancaster,PA
emmettgemid,Emmett,Gem,ID
kimberlytwin_fallsid,Kimberly,Twin Falls,ID
metairiejeffersonla,Metairie,Jefferson,LA
chester_springschesterpa,Chester Springs,Chester,PA
totzharlanky,Totz,Harlan,KY
kingstonkitsapwa,Kingston,Kitsap,WA
potter_townshipcentrepa,Potter Township,Centre,PA
scotiahamptonsc,Scotia,Hampton,SC
town_of_stony_pointrocklandny,Town of Stony Point,Rockland,NY
hillsideulsterny,Hillside,Ulster,NY
sterlingarenacmi,Sterling,Arenac,MI
big_rockstewarttn,Big Rock,Stewart,TN
satellite_beachbrevardfl,Satellite Beach,Brevard,FL
covedalehamiltonoh,Covedale,Hamilton,OH
elizabeth_townshiplancasterpa,Elizabeth Township,Lancaster,PA
turbotvillenorthumberlandpa,Turbotville,Northumberland,PA
north_catasauquanorthamptonpa,North Catasauqua,Northampton,PA
mifflin_townshipcolumbiapa,Mifflin Township,Columbia,PA
rushvillefairfieldoh,Rushville,Fairfield,OH
cordovashelbytn,Cordova,Shelby,TN
combined_locksoutagamiewi,Combined Locks,Outagamie,WI
steubenoneidany,Steuben,Oneida,NY
limaallenoh,Lima,Allen,OH
new_portlandsomersetme,New Portland,Somerset,ME
wellingtonsumnerks,Wellington,Sumner,KS
edwardshindsms,Edwards,Hinds,MS
new_eaglewashingtonpa,New Eagle,Washington,PA
libbylincolnmt,Libby,Lincoln,MT
potosiwashingtonmo,Potosi,Washington,MO
midlandclintonoh,Midland,Clinton,OH
troywalworthwi,Troy,Walworth,WI
rayneindianapa,Rayne,Indiana,PA
grahamcarterok,Graham,Carter,OK
inyokernkernca,Inyokern,Kern,CA
mc_keaneriepa,Mc Kean,Erie,PA
riohampshirewv,Rio,Hampshire,WV
whitmanplymouthma,Whitman,Plymouth,MA
mallardpalo_altoia,Mallard,Palo Alto,IA
whitneyhilltx,Whitney,Hill,TX
troylincolnmt,Troy,Lincoln,MT
shelburnefranklinma,Shelburne,Franklin,MA
maudpottawatomieok,Maud,Pottawatomie,OK
blodgettbentonor,Blodgett,Benton,OR
montroseeffinghamil,Montrose,Effingham,IL
oaksdelawareok,Oaks,Delaware,OK
east_newarkhudsonnj,East Newark,Hudson,NJ
nowatanowataok,Nowata,Nowata,OK
smithfieldgosperne,Smithfield,Gosper,NE
salem_townshipwestmorelandpa,Salem Township,Westmoreland,PA
newingtonrockinghamnh,Newington,Rockingham,NH
willistonottawaoh,Williston,Ottawa,OH
hancockwausharawi,Hancock,Waushara,WI
edenweberut,Eden,Weber,UT
modenachesterpa,Modena,Chester,PA
lewistownloganoh,Lewistown,Logan,OH
apollo_beachhillsboroughfl,Apollo Beach,Hillsborough,FL
lyonscookil,Lyons,Cook,IL
kelloggjasperia,Kellogg,Jasper,IA
huxleyshelbytx,Huxley,Shelby,TX
sudden_valleywhatcomwa,Sudden Valley,Whatcom,WA
northporttuscaloosaal,Northport,Tuscaloosa,AL
whitehall_townshiplehighpa,Whitehall Township,Lehigh,PA
key_biscaynemiami_dadefl,Key Biscayne,Miami-Dade,FL
sequatchiemariontn,Sequatchie,Marion,TN
bishopnuecestx,Bishop,Nueces,TX
hannibalmarionmo,Hannibal,Marion,MO
oxford_townshipoaklandmi,Oxford Township,Oakland,MI
rohnert_parksonomaca,Rohnert Park,Sonoma,CA
battle_lakeotter_tailmn,Battle Lake,Otter Tail,MN
white_oak_easthamiltonoh,White Oak East,Hamilton,OH
councilbladennc,Council,Bladen,NC
town_of_friendshipalleganyny,Town of Friendship,Allegany,NY
rocky_hillsomersetnj,Rocky Hill,Somerset,NJ
eastanolleestephensga,Eastanollee,Stephens,GA
hopkins_parkkankakeeil,Hopkins Park,Kankakee,IL
wappingers_fallsdutchessny,Wappingers Falls,Dutchess,NY
fairfieldfairfieldct,Fairfield,Fairfield,CT
tamasseeoconeesc,Tamassee,Oconee,SC
fruitlandstevenswa,Fruitland,Stevens,WA
maysvilleonslownc,Maysville,Onslow,NC
chenequawaukeshawi,Chenequa,Waukesha,WI
port_ewenulsterny,Port Ewen,Ulster,NY
gatewaybentonar,Gateway,Benton,AR
menallen_townshipfayettepa,Menallen Township,Fayette,PA
frazeebeckermn,Frazee,Becker,MN
saint_olafclaytonia,Saint Olaf,Clayton,IA
blue_mountainyellar,Blue Mountain,Yell,AR
chattanoogacomancheok,Chattanooga,Comanche,OK
rameyclearfieldpa,Ramey,Clearfield,PA
chambersholtne,Chambers,Holt,NE
valley_townshiparmstrongpa,Valley Township,Armstrong,PA
bellsgraysontx,Bells,Grayson,TX
burtonsvillemontgomerymd,Burtonsville,Montgomery,MD
montvillegeaugaoh,Montville,Geauga,OH
navajo_damsan_juannm,Navajo Dam,San Juan,NM
horntownhughesok,Horntown,Hughes,OK
richfieldwashingtonwi,Richfield,Washington,WI
bloxomaccomackva,Bloxom,Accomack,VA
concordcabarrusnc,Concord,Cabarrus,NC
oliver_townshipperrypa,Oliver Township,Perry,PA
lewessussexde,Lewes,Sussex,DE
riversidesteubenny,Riverside,Steuben,NY
heckermonroeil,Hecker,Monroe,IL
buck_grovecrawfordia,Buck Grove,Crawford,IA
taylorcortlandny,Taylor,Cortland,NY
rensselaerjasperin,Rensselaer,Jasper,IN
bell_bucklebedfordtn,Bell Buckle,Bedford,TN
wellesleynorfolkma,Wellesley,Norfolk,MA
weatherlycarbonpa,Weatherly,Carbon,PA
town_of_west_brookfieldworcesterma,Town of West Brookfield,Worcester,MA
belmondwrightia,Belmond,Wright,IA
danubeherkimerny,Danube,Herkimer,NY
cairohallne,Cairo,Hall,NE
fair_oaks_ranchbexartx,Fair Oaks Ranch,Bexar,TX
mountainocontowi,Mountain,Oconto,WI
new_hillwakenc,New Hill,Wake,NC
morgantownbrownin,Morgantown,Brown,IN
superiornuckollsne,Superior,Nuckolls,NE
middle_amanaiowaia,Middle Amana,Iowa,IA
creswelllaneor,Creswell,Lane,OR
vandivershelbyal,Vandiver,Shelby,AL
kirklinclintonin,Kirklin,Clinton,IN
marshfieldwashingtonme,Marshfield,Washington,ME
evansdaleblack_hawkia,Evansdale,Black Hawk,IA
san_quentinmarinca,San Quentin,Marin,CA
monroegreenwi,Monroe,Green,WI
hammondsvillejeffersonoh,Hammondsville,Jefferson,OH
dodgevilleiowawi,Dodgeville,Iowa,WI
somersetsomersetnj,Somerset,Somerset,NJ
palatinecookil,Palatine,Cook,IL
marnecassia,Marne,Cass,IA
anguspolkmn,Angus,Polk,MN
penn_townshiplancasterpa,Penn Township,Lancaster,PA
vallejosolanoca,Vallejo,Solano,CA
horton_townshipelkpa,Horton Township,Elk,PA
sharonlitchfieldct,Sharon,Litchfield,CT
mount_pleasanthenryia,Mount Pleasant,Henry,IA
malonejacksonfl,Malone,Jackson,FL
grassy_creekashenc,Grassy Creek,Ashe,NC
sankertowncambriapa,Sankertown,Cambria,PA
watterson_parkjeffersonky,Watterson Park,Jefferson,KY
turrellcrittendenar,Turrell,Crittenden,AR
cornellchippewawi,Cornell,Chippewa,WI
maxatawnyberkspa,Maxatawny,Berks,PA
hartfordlickingoh,Hartford,Licking,OH
elm_grovewaukeshawi,Elm Grove,Waukesha,WI
turnerandroscogginme,Turner,Androscoggin,ME
reynoldsburgfranklinoh,Reynoldsburg,Franklin,OH
lemoorekingsca,Lemoore,Kings,CA
spencermedinaoh,Spencer,Medina,OH
middleburytiogapa,Middlebury,Tioga,PA
leolagrantar,Leola,Grant,AR
sullivancheshirenh,Sullivan,Cheshire,NH
hollywood_parkbexartx,Hollywood Park,Bexar,TX
marshalltownmarshallia,Marshalltown,Marshall,IA
tecumsehshawneeks,Tecumseh,Shawnee,KS
amherst_junctionportagewi,Amherst Junction,Portage,WI
burkettsvilledarkeoh,Burkettsville,Darke,OH
marion_townshipbutlerpa,Marion Township,Butler,PA
tulpehockenberkspa,Tulpehocken,Berks,PA
danbytompkinsny,Danby,Tompkins,NY
woodland_heightsvenangopa,Woodland Heights,Venango,PA
strawberry_pointclaytonia,Strawberry Point,Clayton,IA
princetonjohnstonnc,Princeton,Johnston,NC
stevens_pointportagewi,Stevens Point,Portage,WI
lyndonvillecaledoniavt,Lyndonville,Caledonia,VT
brooklandcraigheadar,Brookland,Craighead,AR
taft_mosswoodsan_joaquinca,Taft Mosswood,San Joaquin,CA
edwardsvillewyandotteks,Edwardsville,Wyandotte,KS
town_of_minettooswegony,Town of Minetto,Oswego,NY
clevelandle_sueurmn,Cleveland,Le Sueur,MN
sacoyorkme,Saco,York,ME
kit_carsoncheyenneco,Kit Carson,Cheyenne,CO
middleburgvancenc,Middleburg,Vance,NC
mapletonmononaia,Mapleton,Monona,IA
rootstownportageoh,Rootstown,Portage,OH
beechwood_villagejeffersonky,Beechwood Village,Jefferson,KY
alexandriacalhounal,Alexandria,Calhoun,AL
hickory_valleyhardemantn,Hickory Valley,Hardeman,TN
dublin_townshipfultonpa,Dublin Township,Fulton,PA
cullmancullmanal,Cullman,Cullman,AL
statesvilleiredellnc,Statesville,Iredell,NC
cedar_bluffcherokeeal,Cedar Bluff,Cherokee,AL
le_rayjeffersonny,Le Ray,Jefferson,NY
protivinhowardia,Protivin,Howard,IA
garden_cityfinneyks,Garden City,Finney,KS
gilmore_townshipgreenepa,Gilmore Township,Greene,PA
saltsburgindianapa,Saltsburg,Indiana,PA
fall_creeklaneor,Fall Creek,Lane,OR
pocolalefloreok,Pocola,LeFlore,OK
franklin_townshiphunterdonnj,Franklin Township,Hunterdon,NJ
west_unionoconeesc,West Union,Oconee,SC
ashlandclayal,Ashland,Clay,AL
north_judsonstarkein,North Judson,Starke,IN
onamiamille_lacsmn,Onamia,Mille Lacs,MN
danavermillionin,Dana,Vermillion,IN
hartfordminnehahasd,Hartford,Minnehaha,SD
blakelyearlyga,Blakely,Early,GA
jewett_citynew_londonct,Jewett City,New London,CT
doylestown_townshipbuckspa,Doylestown Township,Bucks,PA
bulverdecomaltx,Bulverde,Comal,TX
staffordstaffordks,Stafford,Stafford,KS
fair_havencayugany,Fair Haven,Cayuga,NY
eau_claireeau_clairewi,Eau Claire,Eau Claire,WI
oak_brookdu_pageil,Oak Brook,Du Page,IL
basinbig_hornwy,Basin,Big Horn,WY
malinklamathor,Malin,Klamath,OR
strasburgadamsco,Strasburg,Adams,CO
garlandmillerar,Garland,Miller,AR
cylinderpalo_altoia,Cylinder,Palo Alto,IA
vandaliafayetteil,Vandalia,Fayette,IL
haileyvillepittsburgok,Haileyville,Pittsburg,OK
millvillecumberlandnj,Millville,Cumberland,NJ
hide_a_waysmithtx,Hide A Way,Smith,TX
dundeetuscarawasoh,Dundee,Tuscarawas,OH
west_townshiphuntingdonpa,West Township,Huntingdon,PA
jackson_townshipcambriapa,Jackson Township,Cambria,PA
symsoniamarshallky,Symsonia,Marshall,KY
barbourmeadejeffersonky,Barbourmeade,Jefferson,KY
uplanddelawarepa,Upland,Delaware,PA
lakeland_shoreswashingtonmn,Lakeland Shores,Washington,MN
hanoverhanoverva,Hanover,Hanover,VA
newtonsvilleclermontoh,Newtonsville,Clermont,OH
dowellcalvertmd,Dowell,Calvert,MD
eltonlangladewi,Elton,Langlade,WI
shelby_gappikeky,Shelby Gap,Pike,KY
luciennobleok,Lucien,Noble,OK
hubbellhoughtonmi,Hubbell,Houghton,MI
tronasan_bernardinoca,Trona,San Bernardino,CA
hartfordwarrenia,Hartford,Warren,IA
glenwoodpikear,Glenwood,Pike,AR
parsonslabetteks,Parsons,Labette,KS
town_of_windhamgreeneny,Town of Windham,Greene,NY
paxtonworcesterma,Paxton,Worcester,MA
deloitcrawfordia,Deloit,Crawford,IA
platinatrinityca,Platina,Trinity,CA
hillerfayettepa,Hiller,Fayette,PA
jessuphowardmd,Jessup,Howard,MD
buhltwin_fallsid,Buhl,Twin Falls,ID
mammoth_lakesmonoca,Mammoth Lakes,Mono,CA
summitunionnj,Summit,Union,NJ
big_bendwaukeshawi,Big Bend,Waukesha,WI
carbondale_townshiplackawannapa,Carbondale Township,Lackawanna,PA
kiawah_islandcharlestonsc,Kiawah Island,Charleston,SC
munds_parkcoconinoaz,Munds Park,Coconino,AZ
ceres_townshipmckeanpa,Ceres Township,McKean,PA
readingtonhunterdonnj,Readington,Hunterdon,NJ
stantonsburgwilsonnc,Stantonsburg,Wilson,NC
maryhill_estatesjeffersonky,Maryhill Estates,Jefferson,KY
smithfield_townshiphuntingdonpa,Smithfield Township,Huntingdon,PA
dunedinpinellasfl,Dunedin,Pinellas,FL
louisvillejeffersonky,Louisville,Jefferson,KY
effinghameffinghamil,Effingham,Effingham,IL
pennsbororitchiewv,Pennsboro,Ritchie,WV
valparaisosaundersne,Valparaiso,Saunders,NE
panolawoodfordil,Panola,Woodford,IL
town_of_wiscassetlincolnme,Town of Wiscasset,Lincoln,ME
quintonnew_kentva,Quinton,New Kent,VA
blakesburgwapelloia,Blakesburg,Wapello,IA
hayesgloucesterva,Hayes,Gloucester,VA
empireclear_creekco,Empire,Clear Creek,CO
pasadena_hillssaint_louismo,Pasadena Hills,Saint Louis,MO
shermanfairfieldct,Sherman,Fairfield,CT
altadenalos_angelesca,Altadena,Los Angeles,CA
mechanicsvilleschuylkillpa,Mechanicsville,Schuylkill,PA
spring_hillcambriapa,Spring Hill,Cambria,PA
new_fairviewwisetx,New Fairview,Wise,TX
cape_girardeaucape_girardeaumo,Cape Girardeau,Cape Girardeau,MO
lebanonlebanonpa,Lebanon,Lebanon,PA
dinosaurmoffatco,Dinosaur,Moffat,CO
libertyunionin,Liberty,Union,IN
richland_centerrichlandwi,Richland Center,Richland,WI
hebronlickingoh,Hebron,Licking,OH
holiday_city_berkeleyoceannj,Holiday City-Berkeley,Ocean,NJ
galenakentmd,Galena,Kent,MD
haydenblountal,Hayden,Blount,AL
culpeperculpeperva,Culpeper,Culpeper,VA
jessup_townshipsusquehannapa,Jessup Township,Susquehanna,PA
laurel_runluzernepa,Laurel Run,Luzerne,PA
cambrianiagarany,Cambria,Niagara,NY
cottonwoodhoustonal,Cottonwood,Houston,AL
brandonminnehahasd,Brandon,Minnehaha,SD
cayucossan_luis_obispoca,Cayucos,San Luis Obispo,CA
ranchos_de_taoscolfaxnm,Ranchos de Taos,Colfax,NM
ramseurrandolphnc,Ramseur,Randolph,NC
pembinemarinettewi,Pembine,Marinette,WI
shermanaroostookme,Sherman,Aroostook,ME
garden_cityadaid,Garden City,Ada,ID
chambersapacheaz,Chambers,Apache,AZ
brightonjerseyil,Brighton,Jersey,IL
leipsickentde,Leipsic,Kent,DE
twentynine_palmssan_bernardinoca,Twentynine Palms,San Bernardino,CA
sunset_hillssaint_louismo,Sunset Hills,Saint Louis,MO
cramertongastonnc,Cramerton,Gaston,NC
mckenziebutleral,McKenzie,Butler,AL
buchananoutagamiewi,Buchanan,Outagamie,WI
pingreebinghamid,Pingree,Bingham,ID
lawson_heightswestmorelandpa,Lawson Heights,Westmoreland,PA
bonne_terresaint_francoismo,Bonne Terre,Saint Francois,MO
abingdonknoxil,Abingdon,Knox,IL
somerscalhounia,Somers,Calhoun,IA
johnstonprovidenceri,Johnston,Providence,RI
newbergyamhillor,Newberg,Yamhill,OR
helenashelbyal,Helena,Shelby,AL
hazel_parkoaklandmi,Hazel Park,Oakland,MI
wickliffeballardky,Wickliffe,Ballard,KY
cross_lakecrow_wingmn,Cross Lake,Crow Wing,MN
hinckleyde_kalbil,Hinckley,De Kalb,IL
gordonpalo_pintotx,Gordon,Palo Pinto,TX
victory_lakesgloucesternj,Victory Lakes,Gloucester,NJ
rudolphwoodwi,Rudolph,Wood,WI
boazmarshallal,Boaz,Marshall,AL
colonycullmanal,Colony,Cullman,AL
rio_verdemaricopaaz,Rio Verde,Maricopa,AZ
etnaalleghenypa,Etna,Allegheny,PA
stevensburgculpeperva,Stevensburg,Culpeper,VA
pine_townshiparmstrongpa,Pine Township,Armstrong,PA
thorntongraftonnh,Thornton,Grafton,NH
collinsvillegraysontx,Collinsville,Grayson,TX
hartlandlivingstonmi,Hartland,Livingston,MI
poughkeepsiesharpar,Poughkeepsie,Sharp,AR
wrightsvillepulaskiar,Wrightsville,Pulaski,AR
skaneebaragami,Skanee,Baraga,MI
cranfordunionnj,Cranford,Union,NJ
hamlerhenryoh,Hamler,Henry,OH
bellefontecentrepa,Bellefonte,Centre,PA
kremlingarfieldok,Kremlin,Garfield,OK
winnsborowoodtx,Winnsboro,Wood,TX
schuylernelsonva,Schuyler,Nelson,VA
davismurrayok,Davis,Murray,OK
chittenangomadisonny,Chittenango,Madison,NY
warrenmacombmi,Warren,Macomb,MI
laytondavisut,Layton,Davis,UT
vidaliaconcordiala,Vidalia,Concordia,LA
town_of_ridgefieldfairfieldct,Town of Ridgefield,Fairfield,CT
boxholmbooneia,Boxholm,Boone,IA
sewickley_hillsalleghenypa,Sewickley Hills,Allegheny,PA
valhermoso_springsmorganal,Valhermoso Springs,Morgan,AL
aransas_passsan_patriciotx,Aransas Pass,San Patricio,TX
elizabethunionnj,Elizabeth,Union,NJ
river_bendcravennc,River Bend,Craven,NC
forkdillonsc,Fork,Dillon,SC
emporiagreensvilleva,Emporia,Greensville,VA
aliquippabeaverpa,Aliquippa,Beaver,PA
kalidaputnamoh,Kalida,Putnam,OH
irondalejeffersonoh,Irondale,Jefferson,OH
st_joseph_townshipberrienmi,St Joseph Township,Berrien,MI
altonpenobscotme,Alton,Penobscot,ME
jetalfalfaok,Jet,Alfalfa,OK
hardyfranklinva,Hardy,Franklin,VA
bowlusmorrisonmn,Bowlus,Morrison,MN
oak_park_heightswashingtonmn,Oak Park Heights,Washington,MN
haynevillelowndesal,Hayneville,Lowndes,AL
windsorkennebecme,Windsor,Kennebec,ME
applewoodjeffersonco,Applewood,Jefferson,CO
claredekalbil,Clare,DeKalb,IL
arlingtonfayetteia,Arlington,Fayette,IA
abellsaint_marysmd,Abell,Saint Marys,MD
spaldingmenomineemi,Spalding,Menominee,MI
max_meadowswytheva,Max Meadows,Wythe,VA
astoriaclatsopor,Astoria,Clatsop,OR
aquinnahdukesma,Aquinnah,Dukes,MA
verdisierraca,Verdi,Sierra,CA
greenfield_centersaratogany,Greenfield Center,Saratoga,NY
commercehunttx,Commerce,Hunt,TX
cochranebuffalowi,Cochrane,Buffalo,WI
aurorabeaufortnc,Aurora,Beaufort,NC
lebanon_townshiphunterdonnj,Lebanon Township,Hunterdon,NJ
bowling_greenhardeefl,Bowling Green,Hardee,FL
forest_parkoklahomaok,Forest Park,Oklahoma,OK
williamsfieldknoxil,Williamsfield,Knox,IL
boswellchoctawok,Boswell,Choctaw,OK
union_townshipclearfieldpa,Union Township,Clearfield,PA
albanyalbanyny,Albany,Albany,NY
south_ogdenweberut,South Ogden,Weber,UT
benedictyorkne,Benedict,York,NE
orlandglennca,Orland,Glenn,CA
woodstockhowardmd,Woodstock,Howard,MD
north_plainfieldsomersetnj,North Plainfield,Somerset,NJ
essexbaltimoremd,Essex,Baltimore,MD
victortellerco,Victor,Teller,CO
vanceborocravennc,Vanceboro,Craven,NC
gypsumsalineks,Gypsum,Saline,KS
pollokangelinatx,Pollok,Angelina,TX
hallsteadsusquehannapa,Hallstead,Susquehanna,PA
south_elginkaneil,South Elgin,Kane,IL
claremontsullivannh,Claremont,Sullivan,NH
ellettsvillemonroein,Ellettsville,Monroe,IN
oaklandmarionar,Oakland,Marion,AR
holsteinadamsne,Holstein,Adams,NE
susanmathewsva,Susan,Mathews,VA
lower_salford_townshipmontgomerypa,Lower Salford Township,Montgomery,PA
clear_lake_shoresgalvestontx,Clear Lake Shores,Galveston,TX
golcondahumboldtnv,Golconda,Humboldt,NV
eastmancrawfordwi,Eastman,Crawford,WI
parkerfieldcowleyks,Parkerfield,Cowley,KS
hartlandwindsorvt,Hartland,Windsor,VT
mortons_gaphopkinsky,Mortons Gap,Hopkins,KY
parkerbayfl,Parker,Bay,FL
sun_river_terracekankakeeil,Sun River Terrace,Kankakee,IL
woodland_beachmonroemi,Woodland Beach,Monroe,MI
jerseywaltonga,Jersey,Walton,GA
nivervillecolumbiany,Niverville,Columbia,NY
winfieldcowleyks,Winfield,Cowley,KS
belhavenbeaufortnc,Belhaven,Beaufort,NC
dusonlafayettela,Duson,Lafayette,LA
avon_by_the_seamonmouthnj,Avon by the Sea,Monmouth,NJ
totowapassaicnj,Totowa,Passaic,NJ
casselshastaca,Cassel,Shasta,CA
pinehurstshoshoneid,Pinehurst,Shoshone,ID
kunaadaid,Kuna,Ada,ID
white_horsemercernj,White Horse,Mercer,NJ
branscombmendocinoca,Branscomb,Mendocino,CA
cromwellmiddlesexct,Cromwell,Middlesex,CT
lower_chichesterdelawarepa,Lower Chichester,Delaware,PA
new_lisbonotsegony,New Lisbon,Otsego,NY
rolling_meadowscookil,Rolling Meadows,Cook,IL
fairview_shoresorangefl,Fairview Shores,Orange,FL
bridgeport_townshipsaginawmi,Bridgeport Township,Saginaw,MI
lowellmiddlesexma,Lowell,Middlesex,MA
south_vinemontcullmanal,South Vinemont,Cullman,AL
colonywashitaok,Colony,Washita,OK
missoulamissoulamt,Missoula,Missoula,MT
oregon_townshipwaynepa,Oregon Township,Wayne,PA
mononadanewi,Monona,Dane,WI
johnson_citywashingtontn,Johnson City,Washington,TN
westernsalinene,Western,Saline,NE
congervillewoodfordil,Congerville,Woodford,IL
bayfieldbayfieldwi,Bayfield,Bayfield,WI
white_citysaint_luciefl,White City,Saint Lucie,FL
frazeysburgmuskingumoh,Frazeysburg,Muskingum,OH
roxburydanewi,Roxbury,Dane,WI
saint_johnwhitmanwa,Saint John,Whitman,WA
grove_hillclarkeal,Grove Hill,Clarke,AL
kulpsvillemontgomerypa,Kulpsville,Montgomery,PA
manitowish_watersvilaswi,Manitowish Waters,Vilas,WI
pisgah_foresttransylvanianc,Pisgah Forest,Transylvania,NC
east_hopebonnerid,East Hope,Bonner,ID
mansfieldjasperga,Mansfield,Jasper,GA
east_hamptonsuffolkny,East Hampton,Suffolk,NY
cedarvillegreeneoh,Cedarville,Greene,OH
eastamptonburlingtonnj,Eastampton,Burlington,NJ
maconwarrennc,Macon,Warren,NC
west_libertyohiowv,West Liberty,Ohio,WV
chester_townshipdelawarepa,Chester Township,Delaware,PA
cloud_lakepalm_beachfl,Cloud Lake,Palm Beach,FL
arnoldsaint_louismn,Arnold,Saint Louis,MN
evergreen_parkcookil,Evergreen Park,Cook,IL
stamfordbenningtonvt,Stamford,Bennington,VT
